LABID,Genetic_ID,SEX,species,Latitude,Longitude,Chiv_2002_strata,Chiv2002_Strata Symbol,Strata_final,Strata_fine scale,Crossman_strata,AK_STRATA_1,AK_STRATA_2,AK_STRATA_3,Wcoast1,Wcoast2,Wcoast3,Wcoast4,Wcoast4_num,AK1_USwest,AK2_USwest,AK3_USwest,AK3_Wcoast3,AK3_Wcoast4,Num_AK3_WC4,AK3_WC4_num,Geog_sort,Crossman1,Crossman2,sample_Notes,PM_strata_notes,Haplotypes
113051,113051,,Ppho,58.45132,-136.0527,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,SEAK_NORTH,SEAK_NORTH,21_SEAK,21_SEAK,11,,,,,CR09
12442,12442,,Ppho,58.166666,-134.4,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,SEAK_NORTH,SEAK_NORTH,21_SEAK,21_SEAK,11,,,,,CR09
144613,144613,,Ppho,58.3815,-134.6457,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,SEAK_NORTH,SEAK_NORTH,21_SEAK,21_SEAK,11,,,,,CR01
173627,2015297,,Ppho,58.350016,-134.6528,,,,,,,,SEAK_NORTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,SEAK_NORTH,SEAK_NORTH,21_SEAK,21_SEAK,11,,,,,CR01
67881,67881,,Ppho,57.766666,-135.216666,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,SEAK_NORTH,SEAK_NORTH,21_SEAK,21_SEAK,11,,,,,CR13
74690,74690,,Ppho,59.2,-135.416666,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,SEAK_NORTH,SEAK_NORTH,21_SEAK,21_SEAK,11,,,lynn Canal 100 m N. of harbor. Estimated location based on description,,CR05
7912,7912,,Ppho,59.2,-135.416666,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,SEAK_NORTH,SEAK_NORTH,21_SEAK,21_SEAK,11,,,,,CR09
166599,2016002,,Ppho,59.232327,-135.440363,,,,,,,,SEAK_NORTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,SEAK_NORTH,SEAK_NORTH,21_SEAK,21_SEAK,11,,,,,CR09
8420,8420,,Ppho,59.283333,-135.45,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,SEAK_NORTH,SEAK_NORTH,21_SEAK,21_SEAK,11,,,,,CR01
158092,158092,,Ppho,58.466667,-135.5,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,SEAK_NORTH,SEAK_NORTH,21_SEAK,21_SEAK,11,,,,,CR06
173628,2016013,,Ppho,58.3685,-135.5726,,,,,,,,SEAK_NORTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,SEAK_NORTH,SEAK_NORTH,21_SEAK,21_SEAK,11,,,,,CR06
158091,158091,,Ppho,58.02742,-135.609,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,SEAK_NORTH,SEAK_NORTH,21_SEAK,21_SEAK,11,,,,,CR01
false_111,GBNP-HAPO-2016JUL30,,Ppho,58.3526,-135.713,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,SEAK_NORTH,SEAK_NORTH,21_SEAK,21_SEAK,11,,,CR seq sent by Kim Parsons 2/17/17,,CR11
false_109,2009-045,,Ppho,57.3298,-135.8604,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,SEAK_NORTH,SEAK_NORTH,21_SEAK,21_SEAK,11,,,CR seq sent by Kim Parsons 2/17/17,,CR01
11217,11217,,Ppho,58.45,-135.883333,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,SEAK_NORTH,SEAK_NORTH,21_SEAK,21_SEAK,11,,,,,
151050,151050,,Ppho,58.457,-135.9046,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,SEAK_NORTH,SEAK_NORTH,21_SEAK,21_SEAK,11,,,,,CR09
144614,144614,,Ppho,58.450417,-135.937443,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,SEAK_NORTH,SEAK_NORTH,21_SEAK,21_SEAK,11,,,,,CR22
151049,151049,,Ppho,58.44858,-136.0023,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,SEAK_NORTH,SEAK_NORTH,21_SEAK,21_SEAK,11,,,,,CR09
false_110,GBNP-HAPO-2016AUG15,,Ppho,58.505906,-136.007863,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,SEAK_NORTH,SEAK_NORTH,21_SEAK,21_SEAK,11,,,CR seq sent by Kim Parsons 2/17/17,,CR06
77039,77039,,Ppho,58.416666,-136.033333,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_NORTH,SEAK_NORTH,SEAK_NORTH,21_SEAK,21_SEAK,11,,,,,
2593,2593,,Ppho,55.316666,-131.583333,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_SOUTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_SOUTH,SEAK_SOUTH,SEAK_SOUTH,21_SEAK,21_SEAK,11,,,,,CR09
159602,159602,,Ppho,56.625,-132.947,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_SOUTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_SOUTH,SEAK_SOUTH,SEAK_SOUTH,21_SEAK,21_SEAK,11,,,,,CR01
1349,1349,,Ppho,56.116666,-133.716666,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_SOUTH,,,,,,GULF_OF_AK,EASTERN_GOA,SEAK_SOUTH,SEAK_SOUTH,SEAK_SOUTH,21_SEAK,21_SEAK,11,,,,,CR01
7037,7037,M,Ppho,51.666666,-128,,,,,,,,,BC,BC,BC,BC,23_BC,BC,BC,BC,BC,BC,23_BC,23_BC,13,,,,,CR35
157168,DFO3860,,Ppho,51.729,-128.028,,,,,Outside/North,,,,Outside/North,BC,BC,BC,23_BC,,,BC,BC,BC,23_BC,23_BC,13,North,BC,,changed from N_BC,CR35
11229,11229,F,Ppho,53.75,-131.833333,,,,,,,,,N_BC,N_BC,N_BC,BC,23_BC,N_BC,N_BC,N_BC,N_BC,N_BC,23_BC,23_BC,13,,,,,CR05
false_40,DFO3897,,Ppho,53.654,-131.905,,,,,Outside/North,,,,Outside/North,North,N_BC,BC,23_BC,,,N_BC,N_BC,N_BC,23_BC,23_BC,13,North,N_BC,,,CR05
7028,7028,M,Ppho,53.333333,-132.833333,,,,,,,,,N_BC,N_BC,N_BC,BC,23_BC,N_BC,N_BC,N_BC,N_BC,N_BC,23_BC,23_BC,13,,,,changed from BC,CR01
false_98,LBL10-22,,Ppho,48.554,-124.42,,,,,Outside/North,,,,Outside/North,Outside,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,Outside,W_Vancouver_Is,,,CR01
7054,7054,M,Ppho,48.6,-124.75,W. Vancouver Is.,WVI,5,7,,,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,,,,,CR12
11221,11221,M,Ppho,48.633333,-124.833333,W. Vancouver Is.,WVI,5,7,,,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,,,,,CR01
11222,11222,F,Ppho,48.633333,-124.833333,W. Vancouver Is.,WVI,5,7,,,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,,,,,CR01
11223,11223,F,Ppho,48.633333,-124.833333,W. Vancouver Is.,WVI,5,7,,,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,,,,,CR01
11224,11224,M,Ppho,48.633333,-124.833333,W. Vancouver Is.,WVI,5,7,,,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,,,,,CR01
11225,11225,M,Ppho,48.633333,-124.833333,W. Vancouver Is.,WVI,5,7,,,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,,,,,CR12
11227,11227,F,Ppho,48.633333,-124.833333,W. Vancouver Is.,WVI,5,7,,,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,,,,,CR12
11228,11228,M,Ppho,48.633333,-124.833333,W. Vancouver Is.,WVI,5,7,,,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,,,,,CR01
false_65,DFO5723,,Ppho,48.555,-124.854,,,,,Outside/North,,,,Outside/North,Outside,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,Outside,W_Vancouver_Is,,,CR41
false_103,LBL98-14,,Ppho,48.666,-124.854,,,,,Outside/North,,,,Outside/North,Outside,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,Outside,W_Vancouver_Is,,,CR84
1059,1059,M,Ppho,48.633333,-124.866666,W. Vancouver Is.,WVI,5,7,,,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,,,,,CR01
7057,7057,M,Ppho,48.6,-124.916666,W. Vancouver Is.,WVI,5,7,,,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,,,,,CR02
1061,1061,M,Ppho,48.7,-124.95,W. Vancouver Is.,WVI,5,7,,,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,,,,,CR01
7046,7046,M,Ppho,48.783333,-125.2,W. Vancouver Is.,WVI,5,7,,,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,,,,,CR01
false_56,DFO4609,,Ppho,48.83,-125.22,,,,,Outside/North,,,,Outside/North,Outside,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,Outside,W_Vancouver_Is,,,CR01
1062,1062,F,Ppho,49.05,-125.716666,W. Vancouver Is.,WVI,5,7,,,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,,,,,CR01
1080,1080,F,Ppho,49.05,-125.716666,W. Vancouver Is.,WVI,5,7,,,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,,,CR seq confirmed from HiSeq Mitogenome,,CR01
false_53,DFO4345,,Ppho,49.048,-125.726,,,,,Outside/North,,,,Outside/North,Outside,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,Outside,W_Vancouver_Is,,,CR01
1060,1060,M,Ppho,49.05,-125.733333,W. Vancouver Is.,WVI,5,7,,,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,,,,,CR01
false_68,LBL00-02,,Ppho,49.069,-125.755,,,,,Outside/North,,,,Outside/North,Outside,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,Outside,W_Vancouver_Is,,,CR03
false_74,LBL00-23,,Ppho,49.069,-125.755,,,,,Outside/North,,,,Outside/North,Outside,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,Outside,W_Vancouver_Is,,,CR01
7051,7051,F,Ppho,49.066666,-125.833333,W. Vancouver Is.,WVI,5,7,,,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,,,,,CR01
157163,LBL10-18,,Ppho,49.129,-125.904,,,,,Outside/North,,,,Outside/North,Outside,W_Vancouver_Is,W_Vancouver_Is,,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,,14,Outside,W_Vancouver_Is,,,CR01
157165,LBL10-20,,Ppho,49.155,-125.905,,,,,Outside/North,,,,Outside/North,Outside,W_Vancouver_Is,W_Vancouver_Is,,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,,14,Outside,W_Vancouver_Is,,,CR01
157170,DFO6443,,Ppho,49.156,-125.908,,,,,Outside/North,,,,Outside/North,Outside,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,Outside,W_Vancouver_Is,,,CR01
157164,LBL10-19,,Ppho,49.155,-125.909,,,,,Outside/North,,,,Outside/North,Outside,W_Vancouver_Is,W_Vancouver_Is,,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,,14,Outside,W_Vancouver_Is,,,CR01
7040,7040,F,Ppho,49.3,-126.016666,,,,,,,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,,,,,CR11
false_31,DFO3399,,Ppho,49.293,-126.037,,,,,Outside/North,,,,Outside/North,Outside,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,Outside,W_Vancouver_Is,,,CR148
false_105,LBL98-19,,Ppho,49.268,-126.142,,,,,Outside/North,,,,Outside/North,Outside,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,Outside,W_Vancouver_Is,,,CR01
false_47,DFO4239,,Ppho,49.262,-126.23,,,,,Outside/North,,,,Outside/North,Outside,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,Outside,W_Vancouver_Is,,,CR151
false_79,LBL00-30,,Ppho,49.647,-126.848,,,,,Outside/North,,,,Outside/North,Outside,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,,,W_Vancouver_Is,W_Vancouver_Is,W_Vancouver_Is,24_W_Vancouver_Is,24_W_Vancouver_Is,14,Outside,W_Vancouver_Is,,,CR85
false_50,DFO4273,,Ppho,49.179,-122.554,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR02
false_24,BirchBay2006,,Ppho,48.915,-122.758,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR03
157162,LBL10-29,,Ppho,49.017,-122.794,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,15,Inside,Strait_of_Georgia,,changed from San_Juan_Is,CR01
438,438,F,Ppho,49.016666,-122.8,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR01
439,439,M,Ppho,49.016666,-122.8,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR20
false_86,LBL07-12,,Ppho,49.021,-122.806,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR03
false_97,LBL10-21,,Ppho,49.02,-122.807,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR41
1077,1077,F,Ppho,49.033333,-122.933333,,,,,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR06
15839,15839,F,Ppho,48.983333,-123.066666,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR03
false_35,DFO3539,,Ppho,49.008,-123.093,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR03
false_23,AHC11930,,Ppho,49.021,-123.1,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR14
false_91,LBL10-06,,Ppho,49.296,-123.162,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR01
false_38,DFO3691,,Ppho,49.21,-123.209,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR01
false_30,DFO3340,,Ppho,49.229,-123.243,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR01
false_26,DFO1833,,Ppho,49.247,-123.262,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR146
false_25,DFO1081,,Ppho,49.273,-123.269,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR72
1084,1084,F,Ppho,49,-123.5,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,CR seq confirmed from HiSeq Mitogenome,,CR01
437,437,F,Ppho,49.15,-123.683333,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR01
444,444,F,Ppho,49.2,-123.833333,Strait of Georgia,EVI,8,10,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR01
445,445,M,Ppho,49.2,-123.833333,,,,,,,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,,,,,CR01
false_48,DFO4240,,Ppho,49.198,-123.963,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR01
false_71,LBL00-19,,Ppho,49.235,-123.971,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR03
false_84,LBL07-08,,Ppho,49.254,-124.072,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,,CR01
false_78,LBL00-27,,Ppho,49.509,-124.245,,,,,Inside,,,,Inside,Inside,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,,,Strait_of_Georgia,Strait_of_Georgia,Strait_of_Georgia,25_Strait_of_Georgia,25_Strait_of_Georgia,15,Inside,Strait_of_Georgia,,changed from San_Juan_Is,CR01
