LABID,Genetic_ID,SEX,species,Latitude,Longitude,Chiv_2002_strata,Chiv2002_Strata Symbol,Strata_final,Strata_fine scale,Crossman_strata,AK_STRATA_1,AK_STRATA_2,AK_STRATA_3,Wcoast1,Wcoast2,Wcoast3,Wcoast4,Wcoast4_num,AK1_USwest,AK2_USwest,AK3_USwest,AK3_Wcoast3,AK3_Wcoast4,Num_AK3_WC4,AK3_WC4_num,Geog_sort,Crossman1,Crossman2,sample_Notes,PM_strata_notes,Haplotypes
157143,DFO2227,,Ppho,48.414,-123.388,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,16,Inside,San_Juan_Is,,,CR01
false_28,DFO2400,,Ppho,48.417,-123.392,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR01
false_36,DFO3599A?,,Ppho,48.425,-123.393,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR01
false_88,LBL08-23,,Ppho,48.254,-123.393,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR134
157141,LBL00-28,,Ppho,48.413,-123.397,,,,,,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR85
false_46,DFO4126,,Ppho,48.417,-123.4,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR84
1082,1082,M,Ppho,48.416666,-123.4,,,,,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,CR seq extracted from HiSeq Mitogenome,,CR02
440,440,M,Ppho,48.416666,-123.4,San Juan Is.,ST,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,new priority 1,,CR10
false_95,LBL10-14,,Ppho,48.415,-123.409,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR01
157159,SWDP95-13,,Ppho,48.42,-123.411,,,,,,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,16,Inside,San_Juan_Is,,,CR01
false_8,AHC10-4951,,Ppho,48.751,-123.413,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR03
7060,7060,F,Ppho,48.433333,-123.416666,San Juan Is.,ST,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,,,CR02
7070,7070,F,Ppho,48.133333,-123.416666,San Juan Is.,ST,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,,,CR14
false_73,LBL00-22,,Ppho,48.419,-123.419,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR01
false_83,LBL05-30,,Ppho,48.42,-123.421,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR01
false_17,AHC11-2198,,Ppho,48.432,-123.429,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR32
false_22,AHC112201,,Ppho,48.425,-123.43,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR01
7050,7050,M,Ppho,48.416666,-123.433333,San Juan Is.,ST,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,new priority 1,,CR01
34548,34548,F,Ppho,48.133333,-123.433333,San Juan Is.,ST,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,,,CR01
false_27,DFO2250,,Ppho,48.826,-123.441,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR14
false_14,AHC11-1987,,Ppho,48.756,-123.445,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR14
false_16,AHC11-2197,,Ppho,48.431,-123.447,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR01
7065,7065,M,Ppho,48.416666,-123.466666,San Juan Is.,ST,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,new priority 1,,CR14
false_15,AHC11-2196,,Ppho,48.418,-123.468,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR145
false_59,DFO4679,,Ppho,48.428,-123.473,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR13
false_77,LBL00-26,,Ppho,48.384,-123.515,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR02
false_21,AHC111642,,Ppho,48.378,-123.52,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR36
false_54,DFO4494,,Ppho,48.35,-123.53,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR03
157169,DFO4448,,Ppho,48.351,-123.531,,,,,Outside/North,,,,Outside/North,Outside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Outside,San_Juan_Is,,chnaged from W_Vancouver_Is,CR10
false_62,DFO5648,,Ppho,48.299,-123.533,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR03
7043,7043,M,Ppho,48.35,-123.533333,San Juan Is.,ST,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,new priority 1,,CR10
false_94,LBL10-13,,Ppho,48.3,-123.534,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR36
false_107,SWDP97-09,,Ppho,48.352,-123.544,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR13
false_87,LBL08-19,,Ppho,48.333,-123.547,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR01
false_75,LBL00-24,,Ppho,48.339,-123.553,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR01
false_67,DFO6445,,Ppho,48.235,-123.567,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR13
false_64,DFO56512,,Ppho,48.811,-123.602,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,changed from Strait_of_Georgia,CR152
false_51,DFO4298,,Ppho,48.33,-123.617,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR11
7031,7031,F,Ppho,48.316666,-123.633333,San Juan Is.,ST,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,,,CR11
7038,7038,F,Ppho,48.316666,-123.65,San Juan Is.,ST,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,,,CR36
false_52,DFO4327,,Ppho,48.369,-123.712,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR14
false_96,LBL10-17,,Ppho,48.373,-123.715,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR07
false_72,LBL00-20,,Ppho,48.37,-123.717,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR14
7033,7033,M,Ppho,48.35,-123.8,San Juan Is.,ST,7,9,,,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,,,,,CR14
false_106,SWDP96-11,,Ppho,48.357,-123.822,,,,,Inside,,,,Inside,Inside,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,,,San_Juan_Is,San_Juan_Is,San_Juan_Is,26_San_Juan_Is,26_San_Juan_Is,16,Inside,San_Juan_Is,,,CR153
false_99,LBL10-24,,Ppho,47.651,-122.295,,,,,Inside,,,,Inside,Inside,Puget_Sound,Puget_Sound,27_Puget_Sound,,,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,Inside,Puget_Sound,,changed from San_Juan_Is,CR01
91228,91228,F,Ppho,47.4,-122.333333,,,,,,,,,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,,,,,CR07
false_11,AHC101907,,Ppho,47.607,-122.35,,,,,Inside,,,,Inside,Inside,Puget_Sound,Puget_Sound,27_Puget_Sound,,,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,Inside,Puget_Sound,,,CR01
false_9,AHC100515,,Ppho,48.198,-122.354,,,,,Inside,,,,Inside,Inside,Puget_Sound,Puget_Sound,27_Puget_Sound,,,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,Inside,Puget_Sound,,,CR01
157145,AHC10-514,,Ppho,48.318,-122.375,,,,,Inside,,,,Inside,Inside,Puget_Sound,Puget_Sound,27_Puget_Sound,,,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,Inside,Puget_Sound,,,CR03
91236,91236,M,Ppho,47.583333,-122.416666,,,,,,,,,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,,,,,CR03
91235,91235,F,Ppho,47.433333,-122.433333,,,,,,,,,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,,,,,CR01
1358,1358,F,Ppho,47.7237,-122.4713,,,,,,,,,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,,,"Lat/Lon incorrect, but location = Tacoma, Puget sound",,CR04
false_4,AHC072921,,Ppho,47.972,-122.478,,,,,Inside,,,,Inside,Inside,Puget_Sound,Puget_Sound,27_Puget_Sound,,,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,Inside,Puget_Sound,,,CR01
91246,91246,F,Ppho,47.783333,-122.483333,,,,,,,,,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,,,,,CR40
113576,113576,F,Ppho,47.7448,-122.499,,,,,,,,,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,,,,,CR03
133281,133281,F,Ppho,47.7,-122.5,,,,,,,,,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,,,,,CR07
133282,133282,M,Ppho,47.666666,-122.5,,,,,,,,,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,,,,,CR02
146217,146217,F,Ppho,47.6545,-122.514,,,,,,,,,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,,,,,CR07
116966,116966,M,Ppho,47.7467,-122.5223,,,,,,,,,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,,,,,CR01
146197,146197,F,Ppho,47.7047,-122.5309,,,,,,,,,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,,,,,CR03
133272,133272,M,Ppho,47.9,-122.583333,,,,,,,,,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,,,,,CR14
34549,34549,F,Ppho,48.066666,-122.6,,,,,,,,,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,,,,,CR13
91245,91245,F,Ppho,47.85,-122.616666,,,,,,,,,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,,,,,CR01
123922,123922,F,Ppho,47.8316,-122.6367,,,,,,,,,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,,,,,CR01
34547,34547,M,Ppho,48.15,-122.666666,,,,,,,,,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,,,,,CR03
73111,73111,M,Ppho,47.366666,-122.683333,,,,,,,,,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,,,,,CR03
113572,113572,M,Ppho,47.5269,-122.6966,,,,,,,,,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,,,,,
91241,91241,M,Ppho,48.016666,-122.733333,,,,,,,,,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,,,,,CR01
1139,1139,M,Ppho,47.2,-122.916666,,,,,,,,,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,Puget_Sound,27_Puget_Sound,27_Puget_Sound,17,,,,,CR03
40216,40216,M,Ppho,48.283333,-124.383333,Neah Bay,,,,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,
40213,40213,F,Ppho,48.283333,-124.383333,Neah Bay,NB,6,8,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,CR03
40214,40214,M,Ppho,48.283333,-124.383333,Neah Bay,NB,6,8,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,CR01
40215,40215,M,Ppho,48.283333,-124.383333,Neah Bay,NB,6,8,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,CR10
40217,40217,M,Ppho,48.283333,-124.383333,Neah Bay,NB,6,8,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,CR03
40218,40218,F,Ppho,48.283333,-124.383333,Neah Bay,NB,6,8,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,CR01
40219,40219,F,Ppho,48.283333,-124.383333,Neah Bay,NB,6,8,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,CR32
40220,40220,M,Ppho,48.283333,-124.383333,Neah Bay,NB,6,8,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,CR03
40221,40221,F,Ppho,48.283333,-124.383333,Neah Bay,NB,6,8,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,CR01
40222,40222,M,Ppho,48.283333,-124.383333,Neah Bay,NB,6,8,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,CR03
40223,40223,M,Ppho,48.283333,-124.383333,Neah Bay,NB,6,8,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,CR03
40224,40224,F,Ppho,48.283333,-124.383333,Neah Bay,NB,6,8,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,CR11
40225,40225,F,Ppho,48.283333,-124.383333,Neah Bay,NB,6,8,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,CR11
40226,40226,F,Ppho,48.283333,-124.383333,Neah Bay,NB,6,8,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,CR03
40227,40227,F,Ppho,48.283333,-124.383333,Neah Bay,NB,6,8,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,CR03
40228,40228,F,Ppho,48.283333,-124.383333,Neah Bay,NB,6,8,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,CR03
40229,40229,F,Ppho,48.283333,-124.383333,Neah Bay,NB,6,8,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,CR07
40230,40230,M,Ppho,48.283333,-124.383333,Neah Bay,NB,6,8,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,CR03
40231,40231,M,Ppho,48.283333,-124.383333,Neah Bay,NB,6,8,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,CR03
40232,40232,M,Ppho,48.283333,-124.383333,Neah Bay,NB,6,8,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,CR03
40233,40233,F,Ppho,48.283333,-124.383333,Neah Bay,NB,6,8,,,,,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,Neah_Bay,28_Neah_Bay,28_Neah_Bay,18,,,,,
